Date,Average USD (7-day)
2021-05-08,3058.16
2021-05-09,3472.56
2021-05-10,3688.73
2021-05-11,3749.28
2021-05-12,4214.84
2021-05-13,4704.77
2021-05-14,5544.93
2021-05-15,4815.24
2021-05-16,4302.17
2021-05-17,4127.08
2021-05-18,3880.4
2021-05-19,3035.72
2021-05-20,2762.29
2021-05-21,2280.78
2021-05-22,2278.21
2021-05-23,2466.26
2021-05-24,2273.8
2021-05-25,2202.22
2021-05-26,2061.18
2021-05-27,4358.36
2021-05-28,4066.45
2021-05-29,4183.01
2021-05-30,4156.08
2021-05-31,4053.2
2021-06-01,3924.54
2021-06-02,3614.89
2021-06-03,1447.69
2021-06-04,1837.09
2021-06-05,1866.69
2021-06-06,2110
2021-06-07,2286.01
2021-06-08,2026.05
2021-06-09,2161.88
2021-06-10,2142.6
2021-06-11,1932.36
2021-06-12,1875.68
2021-06-13,1547.54
2021-06-14,1373.19
2021-06-15,1460.18
2021-06-16,1299.29
2021-06-17,4009.1
2021-06-18,4044.08
2021-06-19,3998.73
2021-06-20,4025.49
2021-06-21,4048.38
2021-06-22,4004.35
2021-06-23,4129.99
2021-06-24,1279.11
2021-06-25,1130.62
2021-06-26,1101.48
2021-06-27,1145.42
2021-06-28,1372.7
2021-06-29,807.96
2021-06-30,730.26
2021-07-01,757.17
2021-07-02,812.24
2021-07-03,848.22
2021-07-04,871.1
2021-07-05,690.61
2021-07-06,989.86
2021-07-07,1070.26
2021-07-08,1102.52
2021-07-09,868.07
2021-07-10,851.35
